unicode,char,ver,frequence
U+7C73,米,1.1,14996
U+7C74,籴,1.1,23
U+7C78,籸,1.1,8
U+7C79,籹,1.1,32
U+7C7A,籺,1.1,12
U+7C7C,籼,1.1,11
U+7C7D,籽,1.1,15
U+7C7E,籾,1.1,42
U+7C82,粂,1.1,3
U+7C83,粃,1.1,280
U+7C84,粄,1.1,8
U+7C86,粆,1.1,85
U+7C87,粇,1.1,56
U+7C88,粈,1.1,25
U+7C89,粉,1.1,4847
U+7C8A,粊,1.1,1
U+7C8D,粍,1.1,1
U+7C91,粑,1.1,25
U+7C92,粒,1.1,4894
U+7C94,粔,1.1,13
U+7C95,粕,1.1,365
U+7C96,粖,1.1,731
U+7C97,粗,1.1,7563
U+7C98,粘,1.1,1888
U+7C99,粙,1.1,1
U+7C9B,粛,1.1,11
U+7C9C,粜,1.1,30
U+7C9E,粞,1.1,9
U+7C9F,粟,1.1,6729
U+7CA2,粢,1.1,74
U+7CA4,粤,1.1,104
U+7CA5,粥,1.1,7886
U+7CA6,粦,1.1,36
U+7CA7,粧,1.1,959
U+7CA8,粨,1.1,1
U+7CAE,粮,1.1,2240
U+7CAF,粯,1.1,2
U+7CB0,粰,1.1,8
U+7CB1,粱,1.1,471
U+7CB2,粲,1.1,1401
U+7CB3,粳,1.1,1550
U+7CB5,粵,1.1,913
U+7CB9,粹,1.1,1622
U+7CBA,粺,1.1,9
U+7CBB,粻,1.1,17
U+7CBC,粼,1.1,92
U+7CBD,粽,1.1,92
U+7CBE,精,1.1,120044
U+7CBF,粿,1.1,9
U+7CC2,糂,1.1,26
U+7CC5,糅,1.1,1083
U+7CC7,糇,1.1,63
U+7CC8,糈,1.1,17
U+7CC9,糉,1.1,24
U+7CCA,糊,1.1,1391
U+7CCC,糌,1.1,11
U+7CCD,糍,1.1,235
U+7CCE,糎,1.1,3
U+7CCF,糏,1.1,25
U+7CD0,糐,1.1,1
U+7CD2,糒,1.1,94
U+7CD3,糓,1.1,775
U+7CD5,糕,1.1,145
U+7CD6,糖,1.1,1296
U+7CD7,糗,1.1,111
U+7CD9,糙,1.1,154
U+7CDA,糚,1.1,78
U+7CDC,糜,1.1,1754
U+7CDD,糝,1.1,571
U+7CDE,糞,1.1,10213
U+7CDF,糟,1.1,1263
U+7CE0,糠,1.1,1484
U+7CE2,糢,1.1,190
U+7CE4,糤,1.1,4
U+7CE7,糧,1.1,8894
U+7CE8,糨,1.1,2
U+7CE9,糩,1.1,199
U+7CEA,糪,1.1,4
U+7CEB,糫,1.1,4
U+7CEF,糯,1.1,77
U+7CF0,糰,1.1,3
U+7CF1,糱,1.1,34
U+7CF2,糲,1.1,312
U+7CF3,糳,1.1,15
U+7CF4,糴,1.1,210
U+7CF5,糵,1.1,119
U+7CF6,糶,1.1,285
U+7CF8,糸,1.1,887
U+7CFA,糺,1.1,348
U+7CFB,系,1.1,8230
U+7CFC,糼,1.1,9
U+7CFD,糽,1.1,2
U+7CFE,糾,1.1,879
U+7D00,紀,1.1,16020
U+7D02,紂,1.1,687
U+7D03,紃,1.1,23
U+7D04,約,1.1,134158
U+7D05,紅,1.1,18422
U+7D06,紆,1.1,1100
U+7D07,紇,1.1,1260
U+7D08,紈,1.1,232
U+7D09,紉,1.1,243
U+7D0A,紊,1.1,762
U+7D0B,紋,1.1,1422
U+7D0D,納,1.1,20509
U+7D0E,紎,1.1,1
U+7D0F,紏,1.1,274
U+7D10,紐,1.1,2379
U+7D11,紑,1.1,27
U+7D12,紒,1.1,6
U+7D13,紓,1.1,100
U+7D14,純,1.1,25758
U+7D15,紕,1.1,259
U+7D16,紖,1.1,38
U+7D17,紗,1.1,669
U+7D18,紘,1.1,236
U+7D19,紙,1.1,24267
U+7D1A,級,1.1,6124
U+7D1B,紛,1.1,10041
U+7D1C,紜,1.1,1368
U+7D1D,紝,1.1,47
U+7D1E,紞,1.1,6
U+7D1F,紟,1.1,5
U+7D20,素,1.1,23675
U+7D21,紡,1.1,453
U+7D22,索,1.1,26533
U+7D25,紥,1.1,1
U+7D28,紨,1.1,1
U+7D29,紩,1.1,61
U+7D2B,紫,1.1,17826
U+7D2C,紬,1.1,247
U+7D2D,紭,1.1,2
U+7D2E,紮,1.1,81
U+7D2F,累,1.1,19765
U+7D30,細,1.1,58862
U+7D31,紱,1.1,124
U+7D32,紲,1.1,160
U+7D33,紳,1.1,2455
U+7D35,紵,1.1,446
U+7D36,紶,1.1,1
U+7D37,紷,1.1,3
U+7D38,紸,1.1,2
U+7D39,紹,1.1,12266
U+7D3A,紺,1.1,3026
U+7D3B,紻,1.1,1
U+7D3C,紼,1.1,47
U+7D3D,紽,1.1,11
U+7D3E,紾,1.1,3
U+7D3F,紿,1.1,211
U+7D40,絀,1.1,90
U+7D41,絁,1.1,126
U+7D42,終,1.1,134829
U+7D43,絃,1.1,3651
U+7D44,組,1.1,3726
U+7D45,絅,1.1,21
U+7D46,絆,1.1,1176
U+7D47,絇,1.1,54
U+7D4C,経,1.1,365
U+7D4D,絍,1.1,115
U+7D4F,絏,1.1,88
U+7D50,結,1.1,206786
U+7D51,絑,1.1,5
U+7D53,絓,1.1,310
U+7D55,絕,1.1,73624
U+7D56,絖,1.1,27
U+7D59,絙,1.1,163
U+7D5A,絚,1.1,10
U+7D5B,絛,1.1,467
U+7D5C,絜,1.1,265
U+7D5D,絝,1.1,6
U+7D5E,絞,1.1,974
U+7D5F,絟,1.1,11
U+7D61,絡,1.1,4980
U+7D62,絢,1.1,415
U+7D63,絣,1.1,293
U+7D65,絥,1.1,1
U+7D66,給,1.1,26490
U+7D68,絨,1.1,101
U+7D6A,絪,1.1,105
U+7D6B,絫,1.1,69
U+7D6C,絬,1.1,10
U+7D6D,絭,1.1,14
U+7D6E,絮,1.1,1253
U+7D6F,絯,1.1,16
U+7D70,絰,1.1,317
U+7D71,統,1.1,21830
U+7D72,絲,1.1,11667
U+7D73,絳,1.1,1327
U+7D74,絴,1.1,1
U+7D75,絵,1.1,3
U+7D78,絸,1.1,11
U+7D79,絹,1.1,2772
U+7D7A,絺,1.1,3777
U+7D7B,絻,1.1,24
U+7D7C,絼,1.1,2
U+7D7D,絽,1.1,1
U+7D7F,絿,1.1,2
U+7D80,綀,1.1,8
U+7D81,綁,1.1,73
U+7D82,綂,1.1,781
U+7D83,綃,1.1,174
U+7D84,綄,1.1,9
U+7D85,綅,1.1,3
U+7D86,綆,1.1,197
U+7D88,綈,1.1,80
U+7D89,綉,1.1,291
U+7D8A,綊,1.1,19
U+7D8B,綋,1.1,7
U+7D8C,綌,1.1,57
U+7D8D,綍,1.1,54
U+7D8E,綎,1.1,11
U+7D8F,綏,1.1,644
U+7D90,綐,1.1,2
U+7D91,綑,1.1,106
U+7D93,經,1.1,780908
U+7D96,綖,1.1,1362
U+7D97,綗,1.1,6
U+7D98,綘,1.1,143
U+7D99,継,1.1,200
U+7D9A,続,1.1,10
U+7D9B,綛,1.1,5
U+7D9C,綜,1.1,3379
U+7D9D,綝,1.1,46
U+7D9E,綞,1.1,1
U+7D9F,綟,1.1,167
U+7DA0,綠,1.1,8254
U+7DA1,綡,1.1,1
U+7DA2,綢,1.1,346
U+7DA3,綣,1.1,242
U+7DA4,綤,1.1,1
U+7DA6,綦,1.1,213
U+7DA7,綧,1.1,1
U+7DA9,綩,1.1,293
U+7DAA,綪,1.1,24
U+7DAB,綫,1.1,693
U+7DAC,綬,1.1,514
U+7DAD,維,1.1,35438
U+7DAE,綮,1.1,409
U+7DAF,綯,1.1,27
U+7DB0,綰,1.1,960
U+7DB1,綱,1.1,13378
U+7DB2,網,1.1,28056
U+7DB3,綳,1.1,115
U+7DB4,綴,1.1,3463
U+7DB5,綵,1.1,3397
U+7DB6,綶,1.1,19
U+7DB7,綷,1.1,17
U+7DB8,綸,1.1,3105
U+7DB9,綹,1.1,7
U+7DBA,綺,1.1,5714
U+7DBB,綻,1.1,1054
U+7DBC,綼,1.1,2
U+7DBD,綽,1.1,1596
U+7DBE,綾,1.1,694
U+7DBF,綿,1.1,8143
U+7DC1,緁,1.1,3
U+7DC2,緂,1.1,241
U+7DC4,緄,1.1,40
U+7DC5,緅,1.1,7
U+7DC6,緆,1.1,2
U+7DC7,緇,1.1,6740
U+7DC9,緉,1.1,229
U+7DCA,緊,1.1,7846
U+7DCB,緋,1.1,433
U+7DCC,緌,1.1,34
U+7DCD,緍,1.1,39
U+7DCE,緎,1.1,10
U+7DCF,総,1.1,165
U+7DD0,緐,1.1,31
U+7DD1,緑,1.1,24
U+7DD2,緒,1.1,5803
U+7DD7,緗,1.1,131
U+7DD8,緘,1.1,1685
U+7DDA,線,1.1,9233
U+7DDB,緛,1.1,6
U+7DDC,緜,1.1,632
U+7DDD,緝,1.1,1020
U+7DDE,緞,1.1,87
U+7DDF,緟,1.1,7
U+7DE0,締,1.1,583
U+7DE1,緡,1.1,423
U+7DE3,緣,1.1,618436
U+7DE4,緤,1.1,128
U+7DE5,緥,1.1,11
U+7DE6,緦,1.1,38
U+7DE7,緧,1.1,4
U+7DE8,編,1.1,46679
U+7DE9,緩,1.1,6040
U+7DEA,緪,1.1,9
U+7DEB,緫,1.1,1446
U+7DEC,緬,1.1,1254
U+7DED,緭,1.1,7
U+7DEF,緯,1.1,1440
U+7DF0,緰,1.1,28
U+7DF1,緱,1.1,165
U+7DF2,緲,1.1,391
U+7DF4,練,1.1,10624
U+7DF5,緵,1.1,6
U+7DF6,緶,1.1,15
U+7DF7,緷,1.1,3
U+7DF9,緹,1.1,175
U+7DFA,緺,1.1,7
U+7DFB,緻,1.1,915
U+7DFC,緼,1.1,1
U+7DFD,緽,1.1,1
U+7DFE,緾,1.1,223
U+7E00,縀,1.1,28
U+7E02,縂,1.1,3
U+7E03,縃,1.1,2
U+7E06,縆,1.1,52
U+7E07,縇,1.1,3
U+7E08,縈,1.1,1670
U+7E09,縉,1.1,1266
U+7E0A,縊,1.1,379
U+7E0B,縋,1.1,56
U+7E0C,縌,1.1,3
U+7E0D,縍,1.1,2
U+7E0E,縎,1.1,20
U+7E10,縐,1.1,45
U+7E11,縑,1.1,370
U+7E12,縒,1.1,637
U+7E13,縓,1.1,32
U+7E14,縔,1.1,1
U+7E15,縕,1.1,205
U+7E17,縗,1.1,128
U+7E18,縘,1.1,7
U+7E19,縙,1.1,14
U+7E1A,縚,1.1,85
U+7E1B,縛,1.1,50871
U+7E1C,縜,1.1,3
U+7E1D,縝,1.1,262
U+7E1E,縞,1.1,214
U+7E1F,縟,1.1,249
U+7E20,縠,1.1,604
U+7E21,縡,1.1,57
U+7E22,縢,1.1,134
U+7E23,縣,1.1,18908
U+7E24,縤,1.1,1
U+7E26,縦,1.1,87
U+7E27,縧,1.1,47
U+7E2B,縫,1.1,5385
U+7E2D,縭,1.1,6
U+7E2E,縮,1.1,3976
U+7E2F,縯,1.1,2
U+7E30,縰,1.1,2
U+7E31,縱,1.1,38288
U+7E32,縲,1.1,183
U+7E33,縳,1.1,718
U+7E34,縴,1.1,16
U+7E35,縵,1.1,1705
U+7E36,縶,1.1,532
U+7E37,縷,1.1,5116
U+7E39,縹,1.1,690
U+7E3A,縺,1.1,98
U+7E3B,縻,1.1,481
U+7E3C,縼,1.1,1
U+7E3D,總,1.1,154713
U+7E3E,績,1.1,1716
U+7E3F,縿,1.1,7
U+7E40,繀,1.1,52
U+7E41,繁,1.1,12412
U+7E42,繂,1.1,24
U+7E43,繃,1.1,33
U+7E44,繄,1.1,182
U+7E45,繅,1.1,44
U+7E46,繆,1.1,849
U+7E47,繇,1.1,4470
U+7E48,繈,1.1,50
U+7E4D,繍,1.1,1
U+7E4F,繏,1.1,6
U+7E50,繐,1.1,24
U+7E51,繑,1.1,3
U+7E52,繒,1.1,2977
U+7E53,繓,1.1,21
U+7E54,織,1.1,7695
U+7E55,繕,1.1,2898
U+7E56,繖,1.1,463
U+7E58,繘,1.1,22
U+7E59,繙,1.1,247
U+7E5A,繚,1.1,629
U+7E5B,繛,1.1,3
U+7E5D,繝,1.1,2
U+7E5E,繞,1.1,18024
U+7E5F,繟,1.1,6
U+7E60,繠,1.1,6
U+7E61,繡,1.1,3297
U+7E62,繢,1.1,791
U+7E63,繣,1.1,4
U+7E64,繤,1.1,39
U+7E65,繥,1.1,2
U+7E68,繨,1.1,1
U+7E69,繩,1.1,12691
U+7E6A,繪,1.1,2332
U+7E6B,繫,1.1,59487
U+7E6C,繬,1.1,4
U+7E6D,繭,1.1,884
U+7E6E,繮,1.1,52
U+7E6F,繯,1.1,27
U+7E70,繰,1.1,55
U+7E72,繲,1.1,9
U+7E73,繳,1.1,535
U+7E75,繵,1.1,6
U+7E78,繸,1.1,2
U+7E79,繹,1.1,1182
U+7E7B,繻,1.1,35
U+7E7C,繼,1.1,17153
U+7E7D,繽,1.1,598
U+7E7E,繾,1.1,91
U+7E81,纁,1.1,34
U+7E82,纂,1.1,7272
U+7E86,纆,1.1,49
U+7E87,纇,1.1,165
U+7E88,纈,1.1,238
U+7E8A,纊,1.1,437
U+7E8C,續,1.1,261642
U+7E8D,纍,1.1,638
U+7E8E,纎,1.1,18
U+7E8F,纏,1.1,23248
U+7E91,纑,1.1,39
U+7E93,纓,1.1,2645
U+7E94,纔,1.1,19336
U+7E95,纕,1.1,36
U+7E96,纖,1.1,6908
U+7E98,纘,1.1,527
U+7E99,纙,1.1,2
U+7E9A,纚,1.1,57
U+7E9B,纛,1.1,186
U+7E9C,纜,1.1,912
U+7E9E,纞,1.1,4
U+7F36,缶,1.1,294
U+7F37,缷,1.1,1
U+7F38,缸,1.1,296
U+7F39,缹,1.1,13
U+7F3A,缺,1.1,17445
U+7F3B,缻,1.1,39
U+7F3C,缼,1.1,28
U+7F3D,缽,1.1,5062
U+7F3E,缾,1.1,1811
U+7F40,罀,1.1,1
U+7F41,罁,1.1,1
U+7F43,罃,1.1,22
U+7F44,罄,1.1,1704
U+7F45,罅,1.1,875
U+7F47,罇,1.1,85
U+7F48,罈,1.1,20
U+7F4A,罊,1.1,4
U+7F4B,罋,1.1,20
U+7F4C,罌,1.1,122
U+7F4D,罍,1.1,54
U+7F4E,罎,1.1,11
U+7F4F,罏,1.1,891
U+7F50,罐,1.1,1130
U+7F51,网,1.1,82
U+7F52,罒,1.1,66
U+7F54,罔,1.1,8922
U+7F55,罕,1.1,4000
U+7F57,罗,1.1,137
U+7F58,罘,1.1,103
U+7F59,罙,1.1,36
U+7F5B,罛,1.1,12
U+7F5D,罝,1.1,278
U+7F5F,罟,1.1,201
U+7F60,罠,1.1,34
U+7F61,罡,1.1,69
U+7F63,罣,1.1,3157
U+7F64,罤,1.1,118
U+7F65,罥,1.1,318
U+7F66,罦,1.1,17
U+7F67,罧,1.1,5
U+7F68,罨,1.1,51
U+7F69,罩,1.1,525
U+7F6A,罪,1.1,137627
U+7F6B,罫,1.1,21
U+7F6D,罭,1.1,14
U+7F6E,置,1.1,48308
U+7F6F,罯,1.1,13
U+7F70,罰,1.1,7472
U+7F72,署,1.1,2266
U+7F73,罳,1.1,80
U+7F75,罵,1.1,12499
U+7F76,罶,1.1,2
U+7F77,罷,1.1,9191
U+7F78,罸,1.1,946
U+7F79,罹,1.1,973
U+7F7A,罺,1.1,1
U+7F7B,罻,1.1,16
U+7F7C,罼,1.1,3
U+7F7D,罽,1.1,4085
U+7F7E,罾,1.1,55
U+7F7F,罿,1.1,12
U+7F82,羂,1.1,2362
U+7F83,羃,1.1,114
U+7F84,羄,1.1,5
U+7F85,羅,1.1,557868
U+7F86,羆,1.1,637
U+7F87,羇,1.1,386
U+7F88,羈,1.1,1538
U+7F8A,羊,1.1,17497
U+7F8C,羌,1.1,706
U+7F8D,羍,1.1,2
U+7F8E,美,1.1,33383
U+7F91,羑,1.1,74
U+7F93,羓,1.1,3
U+7F94,羔,1.1,340
U+7F95,羕,1.1,127
U+7F96,羖,1.1,348
U+7F97,羗,1.1,392
U+7F99,羙,1.1,579
U+7F9A,羚,1.1,689
U+7F9C,羜,1.1,1
U+7F9D,羝,1.1,741
U+7F9E,羞,1.1,5328
U+7FA0,羠,1.1,26
U+7FA1,羡,1.1,1951
U+7FA2,羢,1.1,5
U+7FA3,羣,1.1,15036
U+7FA4,群,1.1,32232
U+7FA8,羨,1.1,4009
U+7FA9,義,1.1,572181
U+7FAC,羬,1.1,23
U+7FAD,羭,1.1,10
U+7FAE,羮,1.1,900
U+7FAF,羯,1.1,40487
U+7FB1,羱,1.1,6
U+7FB2,羲,1.1,1460
U+7FB4,羴,1.1,10
U+7FB5,羵,1.1,1
U+7FB6,羶,1.1,661
U+7FB8,羸,1.1,4893
U+7FB9,羹,1.1,2551
U+7FBA,羺,1.1,306
U+7FBC,羼,1.1,2014
U+7FBD,羽,1.1,7365
U+7FBE,羾,1.1,13
U+7FBF,羿,1.1,191
U+7FC0,翀,1.1,173
U+7FC1,翁,1.1,14966
U+7FC2,翂,1.1,4
U+7FC3,翃,1.1,6
U+7FC4,翄,1.1,19
U+7FC5,翅,1.1,5966
U+7FC6,翆,1.1,58
U+7FC7,翇,1.1,1
U+7FC8,翈,1.1,2
U+7FCA,翊,1.1,986
U+7FCB,翋,1.1,1
U+7FCC,翌,1.1,1557
U+7FCD,翍,1.1,10
U+7FCE,翎,1.1,212
U+7FCF,翏,1.1,89
U+7FD0,翐,1.1,1
U+7FD2,習,1.1,125774
U+7FD3,翓,1.1,6
U+7FD4,翔,1.1,4298
U+7FD5,翕,1.1,919
U+7FD6,翖,1.1,2
U+7FDB,翛,1.1,974
U+7FDC,翜,1.1,9
U+7FDF,翟,1.1,423
U+7FE0,翠,1.1,12385
U+7FE1,翡,1.1,262
U+7FE3,翣,1.1,35
U+7FE5,翥,1.1,632
U+7FE6,翦,1.1,858
U+7FE8,翨,1.1,13
U+7FE9,翩,1.1,1339
U+7FEA,翪,1.1,1
U+7FEB,翫,1.1,2583
U+7FEC,翬,1.1,209
U+7FEE,翮,1.1,548
U+7FEF,翯,1.1,11
U+7FF0,翰,1.1,5069
U+7FF1,翱,1.1,1047
U+7FF2,翲,1.1,3
U+7FF3,翳,1.1,8319
U+7FF4,翴,1.1,2
U+7FF7,翷,1.1,6
U+7FF9,翹,1.1,2576
U+7FFB,翻,1.1,45983
U+7FFC,翼,1.1,7795
U+7FFD,翽,1.1,14
U+7FFE,翾,1.1,105
U+7FFF,翿,1.1,13
U+8000,耀,1.1,11107
U+8001,老,1.1,164739
U+8003,考,1.1,28843
U+8004,耄,1.1,1274
U+8005,者,1.1,2149487
U+8006,耆,1.1,16706
U+8007,耇,1.1,15
U+8008,耈,1.1,1
U+800A,耊,1.1,3
U+800B,耋,1.1,175
U+800C,而,1.1,1124782
U+800D,耍,1.1,118
U+800E,耎,1.1,916
U+800F,耏,1.1,8
U+8010,耐,1.1,3008
U+8011,耑,1.1,675
U+8012,耒,1.1,290
U+8014,耔,1.1,37
U+8015,耕,1.1,6729
U+8016,耖,1.1,1
U+8017,耗,1.1,1850
U+8018,耘,1.1,715
U+8019,耙,1.1,313
U+801C,耜,1.1,107
U+801D,耝,1.1,1
U+801E,耞,1.1,1
U+801F,耟,1.1,15
U+8021,耡,1.1,27
U+8024,耤,1.1,2
U+8026,耦,1.1,233
U+8028,耨,1.1,26099
U+8029,耩,1.1,5
U+802C,耬,1.1,27
U+802E,耮,1.1,3
U+8030,耰,1.1,27
U+8033,耳,1.1,133304
U+8034,耴,1.1,74
U+8035,耵,1.1,18
U+8036,耶,1.1,232625
U+8037,耷,1.1,13
U+8039,耹,1.1,25
U+803B,耻,1.1,1606
U+803C,耼,1.1,30
U+803D,耽,1.1,5534
U+803F,耿,1.1,1347
U+8040,聀,1.1,15
U+8043,聃,1.1,648
U+8046,聆,1.1,1489
U+804A,聊,1.1,4938
U+804F,聏,1.1,1
U+8050,聐,1.1,2
U+8051,聑,1.1,1
U+8052,聒,1.1,561
U+8054,联,1.1,13
U+8056,聖,1.1,414087
U+8057,聗,1.1,1
U+8058,聘,1.1,1042
U+805A,聚,1.1,68499
U+805D,聝,1.1,8
U+805E,聞,1.1,401384
U+805F,聟,1.1,89
U+8061,聡,1.1,277
U+8066,聦,1.1,777
U+8067,聧,1.1,2
U+8068,聨,1.1,4
U+806D,聭,1.1,4
U+806E,聮,1.1,136
U+806F,聯,1.1,5538
U+8070,聰,1.1,13094
U+8071,聱,1.1,176
U+8072,聲,1.1,273233
U+8073,聳,1.1,2833
U+8074,聴,1.1,141
U+8075,聵,1.1,410
U+8076,聶,1.1,1036
U+8077,職,1.1,7120
U+8078,聸,1.1,46
U+8079,聹,1.1,97
U+807B,聻,1.1,2575
U+807C,聼,1.1,204
U+807D,聽,1.1,102425
U+807E,聾,1.1,6961
U+807F,聿,1.1,975
U+8081,肁,1.1,2
U+8082,肂,1.1,3
U+8084,肄,1.1,240
U+8085,肅,1.1,8323
U+8086,肆,1.1,6566
U+8087,肇,1.1,9109
U+8088,肈,1.1,66
U+8089,肉,1.1,37479
U+808A,肊,1.1,5
U+808B,肋,1.1,870
U+808C,肌,1.1,1472
U+808E,肎,1.1,382
U+8090,肐,1.1,25
U+8092,肒,1.1,3
U+8093,肓,1.1,887
U+8095,肕,1.1,31
U+8096,肖,1.1,3206
U+8098,肘,1.1,6508
U+8099,肙,1.1,29
U+809A,肚,1.1,2338
U+809B,肛,1.1,50
U+809C,肜,1.1,57
U+809D,肝,1.1,3706
U+80A1,股,1.1,2599
U+80A2,肢,1.1,2744
U+80A3,肣,1.1,2
U+80A4,肤,1.1,6
U+80A5,肥,1.1,3763
U+80A7,肧,1.1,30
U+80A8,肨,1.1,125
U+80A9,肩,1.1,11413
U+80AA,肪,1.1,433
U+80AB,肫,1.1,121
U+80AC,肬,1.1,75
U+80AD,肭,1.1,12
U+80AE,肮,1.1,2
U+80AF,肯,1.1,22195
U+80B0,肰,1.1,595
U+80B1,肱,1.1,677
U+80B2,育,1.1,18579
U+80B3,肳,1.1,3
U+80B4,肴,1.1,548
U+80B5,肵,1.1,4
U+80B6,肶,1.1,23
U+80B7,肷,1.1,7
U+80B8,肸,1.1,54
U+80B9,肹,1.1,119
U+80BA,肺,1.1,1474
U+80BB,肻,1.1,226
U+80BC,肼,1.1,1
U+80C2,胂,1.1,11
U+80C3,胃,1.1,1846
U+80C4,胄,1.1,966
U+80C5,胅,1.1,27
U+80C6,胆,1.1,100
U+80C7,胇,1.1,36
U+80C8,胈,1.1,9
U+80CA,胊,1.1,24
U+80CC,背,1.1,30265
U+80CD,胍,1.1,24
U+80CE,胎,1.1,24834
U+80CF,胏,1.1,57
U+80D0,胐,1.1,20
U+80D1,胑,1.1,70
U+80D2,胒,1.1,38
U+80D4,胔,1.1,76
U+80D5,胕,1.1,3
U+80D6,胖,1.1,146
U+80D7,胗,1.1,93
U+80D8,胘,1.1,40
U+80D9,胙,1.1,19
U+80DA,胚,1.1,103
U+80DB,胛,1.1,188
U+80DC,胜,1.1,20
U+80DD,胝,1.1,8209
U+80DE,胞,1.1,2011
U+80DF,胟,1.1,2
U+80E0,胠,1.1,23
U+80E1,胡,1.1,25919
U+80E2,胢,1.1,1
U+80E3,胣,1.1,2
U+80E4,胤,1.1,2071
U+80E5,胥,1.1,1339
U+80E6,胦,1.1,5
U+80ED,胭,1.1,308
U+80EE,胮,1.1,102
U+80EF,胯,1.1,205
U+80F0,胰,1.1,13
U+80F1,胱,1.1,130
U+80F2,胲,1.1,59
U+80F3,胳,1.1,65
U+80F4,胴,1.1,22
U+80F5,胵,1.1,30
U+80F7,胷,1.1,1632
U+80F8,胸,1.1,8190
U+80F9,胹,1.1,5
U+80FA,胺,1.1,7
U+80FB,胻,1.1,37
U+80FC,胼,1.1,75
U+80FD,能,1.1,785304
U+80FE,胾,1.1,94
U+80FF,胿,1.1,1
U+8100,脀,1.1,1
U+8102,脂,1.1,3758
U+8103,脃,1.1,36
U+8105,脅,1.1,1569
U+8106,脆,1.1,1013
U+8107,脇,1.1,4164
U+8108,脈,1.1,5485
U+8109,脉,1.1,3201
U+810A,脊,1.1,3618
U+810B,脋,1.1,10
U+8112,脒,1.1,4
U+8115,脕,1.1,18
U+8116,脖,1.1,11
U+8117,脗,1.1,239
U+8118,脘,1.1,25
U+8119,脙,1.1,8
U+811A,脚,1.1,26798
U+811B,脛,1.1,1043
U+811D,脝,1.1,59
U+811E,脞,1.1,26
U+811F,脟,1.1,3
U+8120,脠,1.1,11
U+8121,脡,1.1,9
U+8122,脢,1.1,9
U+8123,脣,1.1,2489
U+8124,脤,1.1,22
U+8125,脥,1.1,13
U+8127,脧,1.1,6
U+8128,脨,1.1,2
U+8129,脩,1.1,27452
U+812A,脪,1.1,23
U+812B,脫,1.1,190093
U+812C,脬,1.1,96
U+812D,脭,1.1,2
U+812E,脮,1.1,27
U+812F,脯,1.1,565
U+8130,脰,1.1,63
U+8134,脴,1.1,2
U+8139,脹,1.1,1635
U+813A,脺,1.1,6
U+813C,脼,1.1,8
U+813D,脽,1.1,21
U+813E,脾,1.1,1738
U+813F,脿,1.1,2
U+8142,腂,1.1,32
U+8143,腃,1.1,17
U+8144,腄,1.1,17
U+8145,腅,1.1,25
U+8146,腆,1.1,129
U+8147,腇,1.1,11
U+8149,腉,1.1,12
U+814A,腊,1.1,89
U+814B,腋,1.1,1755
U+814C,腌,1.1,4
U+814E,腎,1.1,893
U+814F,腏,1.1,2
U+8150,腐,1.1,2611
U+8151,腑,1.1,1206
U+8152,腒,1.1,5
U+8153,腓,1.1,110
U+8154,腔,1.1,699
U+8155,腕,1.1,1705
U+815C,腜,1.1,1
U+815D,腝,1.1,15
U+815E,腞,1.1,6
U+8160,腠,1.1,137
U+8161,腡,1.1,3
U+8162,腢,1.1,3
U+8164,腤,1.1,4
U+8165,腥,1.1,1402
U+8166,腦,1.1,6287
U+8167,腧,1.1,16
U+8168,腨,1.1,800
U+8169,腩,1.1,46
U+816A,腪,1.1,47
U+816B,腫,1.1,1421
U+816C,腬,1.1,1
U+816D,腭,1.1,274
U+816E,腮,1.1,1063
U+816F,腯,1.1,26
U+8170,腰,1.1,5962
U+8171,腱,1.1,116
U+8172,腲,1.1,32
U+8173,腳,1.1,10903
U+8174,腴,1.1,456
U+8177,腷,1.1,29
U+8178,腸,1.1,4387
U+8179,腹,1.1,10949
U+817A,腺,1.1,17
U+817F,腿,1.1,528
U+8180,膀,1.1,190
U+8182,膂,1.1,164
U+8183,膃,1.1,8
U+8184,膄,1.1,17
U+8187,膇,1.1,27
U+8188,膈,1.1,185
U+8189,膉,1.1,1
U+818A,膊,1.1,1258
U+818B,膋,1.1,34
U+818C,膌,1.1,35
U+818D,膍,1.1,26
U+818E,膎,1.1,17
U+818F,膏,1.1,3049
U+8190,膐,1.1,4
U+8192,膒,1.1,25
U+8193,膓,1.1,634
U+8194,膔,1.1,3
U+8196,膖,1.1,447
U+8197,膗,1.1,1
U+8198,膘,1.1,2
U+8199,膙,1.1,3
U+819A,膚,1.1,3883
U+819B,膛,1.1,25
U+819C,膜,1.1,1536
U+819D,膝,1.1,8377
U+819E,膞,1.1,258
U+819F,膟,1.1,1
U+81A0,膠,1.1,3017
U+81A1,膡,1.1,1
U+81A2,膢,1.1,109
U+81A7,膧,1.1,6
U+81A8,膨,1.1,238
U+81A9,膩,1.1,3738
U+81AB,膫,1.1,26
U+81AC,膬,1.1,19
U+81AD,膭,1.1,29
U+81AE,膮,1.1,15
U+81B0,膰,1.1,9
U+81B1,膱,1.1,66
U+81B2,膲,1.1,38
U+81B3,膳,1.1,1788
U+81B4,膴,1.1,106
U+81B6,膶,1.1,1
U+81B7,膷,1.1,10
U+81B8,膸,1.1,35
U+81B9,膹,1.1,8
U+81BA,膺,1.1,3563
U+81BB,膻,1.1,88
U+81BD,膽,1.1,4461
U+81BE,膾,1.1,875
U+81BF,膿,1.1,2847
