id,title,byline
JB268,牧雲和尚宗本投機頌,明 通明撰　附病遊遊刃．病遊初草．病遊後草
JB269,金剛般若經疏論纂要刊定記會編,唐 宗密述疏　宋 子璿錄記　清 行策會編
JB271,閱藏知津,明 智旭彙輯　總目四卷
JB272,明州天童景德禪寺宏智覺禪師語錄,宋 正覺說　淨啟重編
JB273,千巖和尚語錄,元 元長說　嗣詔錄
JB275,興善南明廣禪師語錄,明 慧廣說　妙用集　悟進重輯並跋　明方序　黃承昊序　有行狀
JB276,不會禪師語錄,清 法通說　性靈等編（依駒本印）
JB277,雲棲法彙（選錄）,明 袾宏著（原本多缺　依金陵本補印　並補後增讚序等文　凡補印者　於該條目上作△以志之）
JB279,虛舟禪師註八識規矩頌,清 行省撰
JB280,神鼎雲外澤禪師語錄,清 行澤說　宏怤等編（依駒本印）
JB281,壇溪梓舟船禪師語錄,明 船說　明法等編（依駒本印）
JB282,虛舟省禪師語錄,清 行省說　超直等編（依駒本印）
JB283,天台三聖詩集和韻,元 梵琦首和　清 福慧重和
JB284,益州嵩山野竹禪師後錄,清 福慧說　洪希等編
JB285,兜率不磷堅禪師語錄,清 宗堅說　妙聖等記
JB286,攖寧靜禪師語錄,清 智靜說　德亮等編　德峨等錄
JB287,自閒覺禪師語錄,清 覺說　洪暹等編
JB288,憨予暹禪師語錄,清 洪暹說　法雲等編
JB293,擬寒山詩,明 張守約追擬並序　唐守禮序　蔡善繼序（依駒本印）
JB294,雲溪俍亭挺禪師語錄,清 淨挺說　智淙等編
JB295,學佛考訓,清 淨挺輯
JB296,漆園指通,清 淨挺著
JB298,屾峰憲禪師語錄,清 憲說　智質．智原同編（依駒本印）
JB299,三峰藏和尚語錄,明 法藏說　弘儲記　後附年譜一卷．南嶽勒古一卷
JB300,朝宗禪師語錄,明 通忍說　行導編（依駒本印）
JB301,南嶽繼起和尚語錄,清 弘儲說　濟璣等編
JB303,燮雲璣禪師國清無畏堂語錄,清 濟璣說　玄杲錄　張有譽序
JB304,靈樹遠禪師雲嵒集,清 僧遠說　廣仍記　附雲嵒頌古　附雲嵒九頌　余懷製
JB305,國清大庾韜禪師語錄,清 行韜說　顯裕等錄　有塔銘　行略（依駒本印）
JB306,內紹種禪師語錄,清 種說　照維等記　附頌古
JB308,象崖珽禪師語錄,清 性珽說　益聞重刊
JB309,雲腹智禪師語錄,清 道智說　嶽賢．聯昇記錄
JB310,雲叟住禪師語錄,清 住說　元一記錄
JB311,天界覺浪盛禪師全錄,明 道盛說　大成．大然等較　後附杖門隨集
JB312,天界覺浪盛禪師嘉禾語錄,明 道盛說　大樞．大英錄　譚貞默序
JB313,青原愚者智禪師語錄,清 智說　興磬．興斧編
JB325,解惑篇,清 弘贊編（依駒本印）
JB326,木人剩稿,清 弘贊編　開溈錄
JB336,南海寶象林慧弓詗禪師語錄,清 開詗說　傳一等錄
JB337,寶持總禪師語錄,清 玄總（尼）說　明英等記
JB338,靈瑞尼祖揆符禪師妙湛錄,清 符（尼）說　師炤等記
JB339,靈瑞禪師嵒華集,清 符（尼）說　振澂等記
JB340,慧覺衣禪師語錄,清 照衣說　徹御等編
JB341,佛語御禪師語錄,清 徹御說　法傑．法秀等編　聖可序
JB342,華嚴聖可禪師語錄,清 德玉說　光佛等編
JB343,廣福山勝覺寺密印禪師語錄,清 真傳說　如暐等編
JB345,蘇州竹庵衍禪師語錄,清 真衍說　機如編
JB346,古林如禪師語錄,清 機如說　全威等記錄
JB348,靈峰蕅益大師宗論,明 智旭著
JB351,道德經順硃,清 德玉順硃
JB352,東山破峰重禪師語錄,清 普重說　傳慧等編
JB353,雲幻宸禪師語錄,清 印宸說　發林等編　王民皞序　李道泰塔記
JB354,錦屏破石卓禪師雜著,明 悟卓說　超常記錄　發林行狀
JB355,綠蘿恒秀林禪師語錄,清 發林說　光悠等編
JB356,奇然智禪師語錄,清 超智說　明林．明燦等編
JB357,秀野林禪師語錄,清 明林說　最正等編
JB358,智覃正禪師語錄,清 最正說　尚能．尚瑩等編　末附助緣耆德
JB359,百愚禪師語錄,清 淨斯說　智操．智海等編語錄　智朴．方拱乾等編蔓堂集　附蔓堂集
JB362,觀濤奇禪師語錄,清 大奇說　興舒等編
JB363,文穆念禪師語錄,清 念說　真慧等編
JB364,佛古聞禪師語錄,清 行聞說　超質等編
JB365,石璞質禪師語錄,清 超質說　明嵩等編
JB366,大方禪師語錄,明 行海說　超鳴編
JB367,寂光豁禪師語錄,清 豁說　發育等編
JB368,天台通玄寺獨朗禪師語錄,清 行日說　超心．超香等編
JB369,蔗菴範禪師語錄,清 淨範說　智璋等錄
JB370,草堂耨雲實禪師語錄,清 真實說　寂訥等編（依駒本印）
JB371,佛冤禪師語錄,清 徹綱說　性純等編（依駒本印）
JB372,印心佛敏訥禪師語錄,清 寂納說　法棟等錄　法通等編（依駒本印）
JB383,憨休禪師語錄,繼堯等編
JB384,憨休禪師敲空遺響,清 如乾說　張恂編閱　繼堯校訂（依駒本印）
JB386,遠菴僼禪師語錄,清 本僼說　元視等編（依駒本印）
JB387,古宿尊禪師語錄,清 尊說　明圓等編（依駒本印）
JB388,神鼎一揆禪師語錄,清 元揆說　成炯等編（依駒本印）
JB389,洪山俞昭允汾禪師語錄,清 允汾說　上睿等編（依駒本印）
JB390,北京楚林禪師語錄,清 上睿說　照琮等錄（依駒本印）
JB391,長目電禪師語錄,清 光電說　悟本編（依駒本印）
JB392,寒松操禪師語錄,清 智操說　德昊編（依駒本印）
JB393,華巖還初佛禪師語錄,清 佛說　通量等編（依駒本印）
JB394,翼菴禪師語錄,清 善酇說　分為國清語錄二卷　序燈等記　真如語錄三卷　序璋等記　通玄語錄一卷　力端等錄　和寒山詩二卷（依駒本印）
JB395,荊南內護國寺啟真誠禪師語錄,清 誠說　振聞編（依駒本印）
JB396,終南山蟠龍子肅禪師語錄,清 超遠說　性明編　海闊等錄（依駒本印）
JB399,鶴林天樹植禪師語錄,清 行植說　湛祐編（依駒本印）
JB400,知空蘊禪師語錄,清 學蘊說　通來等編（依駒本印）
JB401,浦峰長明炅禪師語錄,清 性炅說　海棟編（依駒本印）
JB402,浦峰法柱棟禪師語錄,清 海棟說　慧昇集　慧渠編　慧岱錄（依駒本印）
JB406,廬山天然禪師語錄,明 函昰說　今辯重編（依駒本印）
JB407,千山剩人禪師語錄,明 函可說　元賦等編　今羞等錄　今盧．今又重梓（依駒本印）
JB408,海幢阿字無禪師語錄,清 今無說　今辯重編（依駒本印）
JB409,丹霞澹歸禪師語錄,明 今釋說　今辯重編（依駒本印）
JB410,蓮峰禪師語錄,清 素說　性深等編（依駒本印）
JB411,德風禪師般若語錄,清 說　如惺等編（依駒本印）
JB412,三塔主峰禪師語錄,清 說　覺海錄　譚貞默等請啟（依駒本印）
JB413,黃蓮東巖禪師語錄,清 說　機琇記錄　黎元寬序　文德翼序　內分黃蓮語錄　蘄州語錄　有行實　末附懷淨土偈（依駒本印）
JB414,山鐸真在禪師語錄,清 真在說　機雲．智旭等錄（依駒本印）
JB415,大悲妙雲禪師語錄,清 真雄說　機德等編（依駒本印）
JB416,調實居士證源錄,清 陸瑛說　羅機徹編　羅開驎序　佚名序（末頁缺）　有行略（依駒本印）
JB417,天則能禪師語錄,清 機能說　道崇．續彌同錄　羅開驎序　機雲序　有行略（依駒本印）
JB418,晦嶽旭禪師語錄,清 旭說　全琳等錄（依駒本印）
JB419,華嚴不厭樂禪師語錄,清 道樂說　德普記錄（依駒本印）
JB420,三峰半水元禪師語錄,清 元說　光深等錄　華嚴玉序（依駒本印）
JB421,鶴峰禪師語錄,清 濟悟說　上震等編（依駒本印）
JB422,林我禪師語錄,清 鑑說　海錱．海茲等編錄（依駒本印）
JB423,石關禪師語錄,清 說　芳桂等編（依駒本印）
JB424,香嚴禪師語錄,清 說　明耀等編錄　葉燮序　有行實（依駒本印）
JB425,即非禪師全錄,清 如一說　明洞等編（依駒本印）　附佛祖圖
JB427,青城竹浪生禪師語錄,清 徹生說　如鵬等編（依駒本印）
JB428,密行忍禪師語錄,清 寂忍說　明廣．明珍等編（依駒本印）　附嗣燈錄
JB429,盛京奉天般若古林禪師語錄,清 智說　正繼等錄　正燈等編（依駒本印）
JB430,玉泉其白富禪師語錄,清 德富說　圓頂等編（依駒本印）　附融徹錄
JB431,雲峰體宗寧禪師語錄,清 寧說　續清等編　德玉序　徹生序　有行實（依駒本印）
JB432,幻住明禪師語錄,清 明說　清尚等編（依駒本印）
JB433,純備德禪師語錄,清 廣德說　智遠等編（依駒本印）
JB434,法幢遠禪師語錄,清 智遠說　通慧等編　弘源序（依駒本印）
JB435,伏獅義公禪師語錄,清 （尼）說　明元記錄　高以永序　超琛跋　有行狀（依駒本印　原書第十七　十八兩頁缺）
JB436,參同一揆禪師語錄,清 超琛（尼）說　普明編　明俊錄（依駒本印）
JB438,衡山禪師語錄,清 燈炳說　宗位編　超源序　藍理序　有塔銘（依駒本印）
JB439,高峰三山來禪師疏語,清 燈來撰　性統編（依駒本印）
JB440,高峰喬松億禪師語錄,清 玄億說　燈洪編（依駒本印）
JB441,萬峰童真禪師語錄,清 至善說　德林記（依駒本印）
JB442,大笑崇禪師語錄,清 崇說　空情錄（依駒本印）
JB443,玉眉亮禪師語錄,清 亮說　空謐編　張廷勱序（依駒本印）
JB444,卓峰玨禪師語錄,清 性玨說　宗位編　超原序　藍理序　有塔銘　附冰玄法師語錄（依駒本印　塔銘有缺頁）
JB445,別菴禪師同門錄,清 性統錄　弘秀編（依駒本印）
JB446,靈隱文禪師語錄,清 印文說　福度復編（依駒本印）
JB447,東山梅溪度禪師語錄,清 福度說　慶緒等編（依駒本印）
JB448,靈機禪師語錄,清 行觀說　寂方等編（依駒本印）
JB449,祖亮啟禪師語錄,清 超啟說　廣和記錄（依駒本印）
JB450,敏樹禪師語錄,清 如相說　道崇編　道領錄（依駒本印）
JB451,赤松領禪師語錄,清 道領說　寂源錄（依駒本印）
JB452,侶巖荷禪師語錄,清 荷說　成純等記錄（依駒本印）
JB453,元潔瑩禪師語錄,清 淨瑩說　智祥編（依駒本印）
JB454,頻吉祥禪師語錄,清 智祥說　德能等編（依駒本印）
JB455,通天逸叟高禪師語錄,清 行高說　明德重梓　超原行略（依駒本印）
JB456,通天澹崖原禪師語錄,清 超原說　明德等編（依駒本印）
JB457,白雲象林本真禪師語錄,清 本真說　照水重梓　妙心序　有行實（依駒本印）
JB458,正覺潤光澤禪師澡雪集,清 澤著　照水重編　陳聞道序　有自狀（依駒本印）
JB459,香巖洗心水禪師語錄,清 照水說　實雪．海清等編
JB460,灤州萬善暉州昊禪師語錄,清 昊說　性珍．寂寶等錄（依駒本印）
JB461,性空臻禪師語錄,清 行臻說　超自等編（依駒本印）
JB462,何一自禪師語錄,清 超自說　明修．明惠．明智等編（依駒本印）
JB463,溈山古梅冽禪師語錄,清 定冽說　真謙記錄（依駒本印）
JB464,華嚴起宗真禪師語錄,清 真說　力廣等錄（依駒本印）
JB465,子雍如禪師語錄,清 成如（尼）說　祖圓記錄（依駒本印）
JB466,山西柏山楷禪師語錄,清 德楷說　行悟等編次（依駒本印）
JB468,善一純禪師語錄,清 如純說　學正錄　附續錄（依駒本印）
JB469,善權位禪師語錄,清 達位說　大悅等編（依駒本印）
JB470,天一悅禪師語錄,清 大悅說　學愚錄　有塔銘（依駒本印）
JB471,空谷道澄禪師語錄,清 道澄說　德儒編（依駒本增入並印）
JB472,大博乾禪師語錄,清 乾說　超宗等錄（依駒本增入並印）
JB473,盤山朗空順禪師語錄,清 順說　實性記錄　附了宗見禪師法嗣　瑞亭晟法嗣（依駒本增入並印）
JB474,盤山了宗禪師語錄,清 超見說　徹凡．心月等錄（依駒本增入並印）
JB475,逕庭宗禪師語錄,清 德宗說　行謙等編（依駒本增入並印）
JB476,別牧純禪師語錄,清 純說　福月等編　慧輅序　有行實（依駒本增入並印）
JB477,天翼翔禪師語錄,清 巨翔說　寂乾錄　際鋒等編（駒本附於前目四七六之後　今分出增入並印）
JB478,雲山燕居申禪師語錄,清 德申說　合哲等編（依駒本增入並印）
JB479,昭覺竹峰續禪師語錄,清 真續說　實悟等編（依駒本增入並印）
JB480,一貫別傳,清 廣真著（依駒本增入並印）
JB481,古音王傳,清 廣真著並序　古心評并引　凡則　黃毓英評　元善評　前有船子曲　燈輝集　慧澤序（依駒本增入並印）
JB483,竺峰敏禪師語錄,清 幻敏說　性鉅．性湛．性珩．性濟等編　附後錄（依駒本增入並印）
JB484,野雲映禪師宗統頌,清 燈映頌　性燦錄　有塔銘　行狀（依駒本增入並印　原書第二十三頁起至末頁缺）
JB485,普門顯禪師語錄,清 燈顯說　性胤錄（依駒本增入並印）
JB486,鑑堂一禪師語錄,清 一說　明滿．明慧等錄　杜允貞序（依駒本增入並印）
JB487,翠崖必禪師語錄,清 必說　道通錄（依駒本增入並印）
JB488,斗南暐禪師語錄,清 暐說　普潤等錄（依駒本增入並印）
JB490,博山粟如瀚禪師語錄,清 弘瀚說　傅鵬編（依駒本增入並印）
JB491,天寧法舟濟禪師剩語,明 道濟撰　如淵等編
JB492,萬峰和尚語錄,明 時蔚說　普壽集
JB493,磬山牧亭樸夫拙禪師語錄,清 拙說　光模等編
JB494,雨山和尚語錄,清 上思說
JB495,天然居士懷淨土詩,清 朱道則撰　明康錄
JB497,鶴山禪師執帚集,清 鶴山撰　德敷錄
K0016,能斷金剛般若波羅蜜多經,唐 玄奘譯
K1064,新譯大方廣佛華嚴經音義,唐 慧菀述
K1257,新集藏經音義隨函錄,後晉 可洪撰
K1258,御製蓮華心輪迴文偈頌,宋 太宗趙炅撰
K1259,御製秘藏詮,宋 太宗趙炅撰
K1260,御製逍遙詠,宋 太宗趙炅撰
K1261,御製緣識,宋 太宗趙炅撰
K1402,高麗國新雕大藏校正別錄,高麗 守其等校勘
K1482,大乘中觀釋論,安慧菩薩造  宋 惟淨等譯
L1490,妙法蓮華經玄義釋籤,隋 智顗說、灌頂記　唐 湛然釋
L1557,大方廣佛華嚴經疏鈔會本,唐 實叉難陀譯　唐 澄觀述
L1571,觀自在菩薩如意輪咒課法,宋 仁岳撰
L1600,大乘起信論疏,唐 法藏述
L1608,大藏聖教法寶標目,宋 王古撰
L1629,大乘百法明門論註,唐 玄奘譯　增修慈恩法師解
L1635,性相通說（選錄序文）,明 德清述
L1636,莊子內篇註,明 德清註
L1637,幻有傳禪師語錄,明 正傳說 圓悟．圓修等編
L1638,雪嶠信禪師語錄,明 圓信說 弘歇等編
L1639,天隱修禪師語錄,明 圓修說 通琇編
L1640,密雲悟禪師語錄,明 圓悟說 道忞上進
L1641,大覺普濟能仁琇國師語錄,清 通琇說 行岳編
L1642,明道正覺森禪師語錄,清 行森說 超德等編
L1643,弘覺忞禪師語錄,清 道忞撰述 顯權等編
L1649,山茨際禪師語錄,清 通際撰述 達尊．達謙等編次
L1651,五百羅漢尊號,明 高道素手錄
L1652,明覺聰禪師語錄,清 性聰撰述 寂空．方醒等編次
L1666,重訂教乘法數（選錄序文）,清 超海等重訂
L1668,御錄宗鏡大綱,清 胤禛錄
L1669,御錄經海一滴,清 胤禛錄
LC0001,印度佛學源流略講,呂澂
LC0002,中國佛學源流略講,呂澂
LC0003,西藏佛學原論及佛學論著選集,呂澂
LC0004,因明入正理論講解及相關論著,呂澂
LC0005,佛教重要名相釋義及經論攷證,呂澂
LC0006,歷朝藏經略考及新編漢文大藏經目錄,呂澂
LC0007,經論講要,呂澂
M1540,大慧普覺禪師普說,宋 蘊聞錄
N0001,經分別,通妙譯
N0002,犍度,通妙譯
N0003,附隨,通妙譯
N0004,長部經典,通妙譯
N0005,中部經典,通妙譯
N0006,相應部經典,雲庵譯
N0007,增支部經典,第1卷-第3卷：葉慶春譯；第4卷：關世謙譯；第5卷-第12卷：郭哲彰譯
N0008,小誦經,悟醒譯
N0009,法句經,悟醒譯
N0010,自說經,悟醒譯
N0011,如是語經,悟醒譯
N0012,經集,雲庵譯
N0013,天宮事經,雲庵譯
N0014,餓鬼事經,雲庵譯
N0015,長老偈經,雲庵譯
N0016,長老尼偈經,雲庵譯
N0017,譬喻經,悟醒譯
N0018,本生經,悟醒譯
N0019,無礙解道,悟醒譯
N0020,佛種姓經,悟醒譯
N0021,所行藏經,悟醒譯
N0022,大義釋,悟醒譯
N0023,小義釋,悟醒譯
N0024,法集論,郭哲彰譯
N0025,分別論,郭哲彰譯
N0026,界論,郭哲彰譯
N0027,人施設論,郭哲彰譯
N0028,雙論,郭哲彰譯
N0029,發趣論,郭哲彰譯
N0030,論事,郭哲彰譯
N0031,彌蘭王問經,郭哲彰譯
N0032,島王統史,悟醒譯
N0033,大王統史,悟醒譯
N0034,小王統史,悟醒譯
N0035,清淨道論,佛音撰 悟醒譯
N0036,一切善見律註序,佛音譯述 悟醒譯
N0037,攝阿毘達磨義論,阿那律陀著 悟醒譯
N0038,阿育王刻文,悟醒譯
P1519,宗門統要正續集,宋 宗永集　元 清茂續集
P1573,修懺要旨,宋 知禮述
P1581,首楞嚴經義海,唐 懷迪證釋　宋 咸輝排經入注
P1590,佛遺教經論疏節要,宋 淨源述
P1610,大明太宗文皇帝御製序讚文,明 太宗朱棣撰
P1611,諸佛世尊如來菩薩尊者神僧名經,明 太宗朱棣制
P1612,諸佛世尊如來菩薩尊者名稱歌曲,明 太宗朱棣制
P1615,大明三藏法數,明 一如等編集
P1617,妙法蓮華經要解（選錄「要解」本文）,宋 戒環解
P1618,大佛頂萬行首楞嚴經會解,唐宋 九師釋　元 惟則會解
P1624,金剛經疏論纂要（選錄「釋金剛經纂要疏科」）,宋 子璿錄
P1629,天台四教儀集註（選錄「集註」本文）,元 蒙潤集
P1630,教乘法數（選錄序文）,明 圓瀞集
S0046,上生經會古通今新抄,唐 詮明集
T0001,長阿含經,後秦 佛陀耶舍共竺佛念譯
T0002,七佛經,宋 法天譯
T0003,毘婆尸佛經,宋 法天譯
T0004,七佛父母姓字經,失譯
